suite,case,step,rank_in_query,node_id,operator,act_rows,act_time,act_time_sec,peak,indent,result_path
tpc-ds,q9,1,3,32,HASH AGGREGATE (LOCAL),12,760.4us,0.0007604,1.5MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q9.result
tpc-ds,q9,1,4,60,HASH AGGREGATE (LOCAL),12,755.4us,0.0007554,1.6MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q9.result
tpc-ds,q9,1,5,81,HASH AGGREGATE (LOCAL),12,723.7us,0.0007237,1.2MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q9.result
tpc-ds,q90,1,1,20,SCAN tpcds.time_dim,7200,32.5ms,0.0325,3.5MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q90.result
tpc-ds,q90,1,2,4,"HASH JOIN (BROADCAST, INNER, eq: [ws_ship_hdemo_sk = household_demographics.hd_demo_sk])",72455,5.0ms,0.005,6.5MB,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q90.result
tpc-ds,q90,1,3,19,"HASH JOIN (BROADCAST, INNER, eq: [ws_ship_hdemo_sk = household_demographics.hd_demo_sk])",72455,3.6ms,0.0036,7.4MB,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q90.result
tpc-ds,q90,1,4,22,"HASH JOIN (BROADCAST, INNER, eq: [ws_sold_time_sk = time_dim.t_time_sk])",32958,3.4ms,0.0034,6.6MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q90.result
tpc-ds,q90,1,5,7,"HASH JOIN (BROADCAST, INNER, eq: [ws_sold_time_sk = time_dim.t_time_sk])",27894,3.2ms,0.0032,6.1MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q90.result
tpc-ds,q91,1,1,18,GATHER,3600,16.1ms,0.0161,0B,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q91.result
tpc-ds,q91,1,2,9,"HASH JOIN (BROADCAST, INNER, eq: [c_customer_sk = cr_returning_customer_sk])",7364,10.7ms,0.0107,6.2MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q91.result
tpc-ds,q91,1,3,11,"HASH JOIN (BROADCAST, INNER, eq: [ca_address_sk = c_current_addr_sk])",5496,1.1ms,0.0011,4.9MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q91.result
tpc-ds,q91,1,4,13,"HASH JOIN (BROADCAST, INNER, eq: [cd_demo_sk = c_current_cdemo_sk])",552,839.1us,0.0008391,1.9MB,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q91.result
tpc-ds,q91,1,5,19,"HASH JOIN (BROADCAST, INNER, eq: [c_current_hdemo_sk = hd_demo_sk])",3601,329.7us,0.0003297,1.0MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q91.result
tpc-ds,q92,1,1,5,"HASH JOIN (BROADCAST, INNER, eq: [ws_item_sk = i_item_sk])",951,29.4ms,0.0294,9.0MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q92.result
tpc-ds,q92,1,2,4,GATHER,75,3.7ms,0.0037,0B,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q92.result
tpc-ds,q92,1,3,12,"HASH JOIN (BROADCAST, INNER, eq: [web_sales.ws_sold_date_sk = date_dim.d_date_sk])",20981,2.3ms,0.0023,7.2MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q92.result
tpc-ds,q92,1,4,2,SCAN tpcds.web_sales,335094,1.6ms,0.0016,0B,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q92.result
tpc-ds,q92,1,5,7,"HASH JOIN (BROADCAST, INNER, eq: [d_date_sk = ws_sold_date_sk])",2657,1.2ms,0.0012,2.8MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q92.result
tpc-ds,q93,1,1,4,"HASH JOIN (BROADCAST, LEFT OUTER, eq: [ss_item_sk = sr_item_sk, ss_ticket_number = sr_ticket_number])",4020476,182.8ms,0.1828,189.7MB,10,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q93.result
tpc-ds,q93,1,2,2,SCAN tpcds.store_returns,287514,52.4ms,0.0524,15.0MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q93.result
tpc-ds,q93,1,3,8,"HASH JOIN (BROADCAST, INNER, eq: [sr_reason_sk = r_reason_sk])",7986,13.4ms,0.0134,1.5MB,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q93.result
tpc-ds,q93,1,4,11,"HASH AGGREGATE (LOCAL, group by: [ss_customer_sk])",15398,7.4ms,0.0074,1.1MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q93.result
tpc-ds,q93,1,5,9,"PROJECT [ss_customer_sk, CASE WHEN sr_return_quantity IS NOT NULL THEN ss_quantity - sr_return_quantity * ss_sales_price ELSE ss_quantity * ss_sales_price END AS act_sales]",7983,5.8ms,0.0058,96.7KB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q93.result
tpc-ds,q94,1,1,15,"HASH JOIN (PARTITIONED, LEFT SEMI, eq: [ws1.ws_order_number = ws2.ws_order_number])",719678,24.8ms,0.0248,21.8MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q94.result
tpc-ds,q94,1,2,19,"HASH JOIN (BROADCAST, LEFT ANTI, eq: [ws1.ws_order_number = wr1.wr_order_number])",215335,8.8ms,0.0088,7.5MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q94.result
tpc-ds,q94,1,3,13,"PROJECT [ws2.ws_warehouse_sk AS ws_warehouse_sk, ws2.ws_order_number AS ws_order_number]",719384,5.1ms,0.0051,9.9MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q94.result
tpc-ds,q94,1,4,4,"HASH JOIN (BROADCAST, INNER, eq: [ws1.ws_ship_date_sk = d_date_sk])",20279,2.8ms,0.0028,10.1MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q94.result
tpc-ds,q94,1,5,1,SCAN tpcds.web_sales (alias=ws1),427816,1.1ms,0.0011,0B,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q94.result
tpc-ds,q95,1,1,5,"HASH JOIN (PARTITIONED, INNER, eq: [ws1.ws_order_number = ws2.ws_order_number])",8082772,336.5ms,0.3365,131.4MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q95.result
tpc-ds,q95,1,2,24,EXCHANGE,13288008,320.7ms,0.3207,4.9MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q95.result
tpc-ds,q95,1,3,32,"HASH JOIN (PARTITIONED, LEFT SEMI, eq: [ws1.ws_order_number = wr_order_number])",8678194,228.3ms,0.2283,209.7MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q95.result
tpc-ds,q95,1,4,29,"HASH JOIN (PARTITIONED, INNER, eq: [ws_wh.ws_order_number = wr_order_number])",15393713,223.7ms,0.2237,15.3MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q95.result
tpc-ds,q95,1,5,20,PROJECT [ws_wh.ws_order_number AS ws_order_number],6644004,171.9ms,0.1719,4.0MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q95.result
tpc-ds,q96,1,1,4,"HASH JOIN (BROADCAST, INNER, eq: [ss_hdemo_sk = household_demographics.hd_demo_sk])",266011,34.8ms,0.0348,7.0MB,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q96.result
tpc-ds,q96,1,2,7,"HASH JOIN (BROADCAST, INNER, eq: [ss_sold_time_sk = time_dim.t_time_sk])",10809,2.9ms,0.0029,2.4MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q96.result
tpc-ds,q96,1,3,1,SCAN tpcds.store_sales,2653171,2.3ms,0.0023,0B,8,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q96.result
tpc-ds,q96,1,4,10,"HASH JOIN (BROADCAST, INNER, eq: [ss_store_sk = s_store_sk])",873,1.2ms,0.0012,135.8KB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q96.result
tpc-ds,q96,1,5,6,GATHER,5400,242.4us,0.0002424,0B,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q96.result
tpc-ds,q97,1,1,4,"HASH JOIN (BROADCAST, INNER, eq: [ss_sold_date_sk = d_date_sk])",554959,84.6ms,0.0846,7.9MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q97.result
tpc-ds,q97,1,2,15,"HASH AGGREGATE (LOCAL, group by: [cs_bill_customer_sk, cs_item_sk])",575053,42.1ms,0.0421,18.5MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q97.result
tpc-ds,q97,1,3,5,"HASH AGGREGATE (LOCAL, group by: [ss_customer_sk, ss_item_sk])",1104869,33.9ms,0.0339,23.6MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q97.result
tpc-ds,q97,1,4,14,"HASH JOIN (BROADCAST, INNER, eq: [cs_sold_date_sk = d_date_sk])",288633,21.4ms,0.0214,7.9MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q97.result
tpc-ds,q97,1,5,1,SCAN tpcds.store_sales,2750311,13.7ms,0.0137,0B,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q97.result
tpc-ds,q98,1,1,4,"HASH JOIN (BROADCAST, INNER, eq: [ss_item_sk = i_item_sk])",830907,137.4ms,0.1374,23.7MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q98.result
tpc-ds,q98,1,2,1,SCAN tpcds.store_sales,2750311,14.9ms,0.0149,0B,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q98.result
tpc-ds,q98,1,3,8,"HASH AGGREGATE (LOCAL, group by: [i_item_id, i_item_desc, i_category, i_class, i_current_price])",10325,10.0ms,0.01,2.4MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q98.result
tpc-ds,q98,1,4,7,"HASH JOIN (BROADCAST, INNER, eq: [ss_sold_date_sk = d_date_sk])",7902,9.7ms,0.0097,2.9MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q98.result
tpc-ds,q98,1,5,2,SCAN tpcds.item,5323,1.3ms,0.0013,3.9MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q98.result
tpc-ds,q99,1,1,14,"PROJECT [cs_sold_date_sk, cs_ship_date_sk, cs_call_center_sk, cs_ship_mode_sk, cs_warehouse_sk, w_warehouse_sk, w_warehouse_name, sm_ship_mode_sk, sm_type, cc_call_center_sk, cc_name, d_date_sk, d_month_seq, cs_ship_date_sk - cs_sold_date_sk AS __cse_0]",286801,19.2ms,0.0192,16.4MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q99.result
tpc-ds,q99,1,2,4,"HASH JOIN (BROADCAST, INNER, eq: [cs_ship_date_sk = d_date_sk])",287899,17.3ms,0.0173,6.3MB,10,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q99.result
tpc-ds,q99,1,3,15,"HASH AGGREGATE (LOCAL, group by: [substring(w_warehouse_name, 1, 20), sm_type, cc_name])",287071,15.8ms,0.0158,5.2MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q99.result
tpc-ds,q99,1,4,7,"HASH JOIN (BROADCAST, INNER, eq: [cs_ship_mode_sk = sm_ship_mode_sk])",286861,9.3ms,0.0093,6.5MB,8,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q99.result
tpc-ds,q99,1,5,13,"HASH JOIN (BROADCAST, INNER, eq: [cs_call_center_sk = cc_call_center_sk])",286819,8.9ms,0.0089,13.1MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q99.result
tpc-h,q1,1,1,2,"PROJECT [l_quantity, l_extendedprice, l_discount, l_tax, l_returnflag, l_linestatus, l_shipdate, 1 - l_discount AS __cse_0, 1 - l_discount AS __cse_1, l_extendedprice * 1 - l_discount AS __cse_2]",6001215,162.8ms,0.1628,11.0MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q1.result
tpc-h,q1,1,2,3,"HASH AGGREGATE (LOCAL, group by: [l_returnflag, l_linestatus])",6001226,135.9ms,0.1359,8.5MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q1.result
tpc-h,q1,1,3,8,"SORT BY [l_returnflag ASC NULLS FIRST, l_linestatus ASC NULLS FIRST]",8,4.4ms,0.0044,6.9KB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q1.result
tpc-h,q1,1,4,1,SCAN tpch.lineitem,6001215,814.0us,0.000814,0B,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q1.result
tpc-h,q1,1,5,6,"PROJECT [l_returnflag, l_linestatus, sum(l_quantity) AS sum_qty, sum(l_extendedprice) AS sum_base_price, sum(l_extendedprice * (Nested(TypedExpr { kind: BinaryOp { left: TypedExpr { kind: Literal(Int(1)), data_type: Int64, nullable: false }, op: Sub, right: TypedExpr { kind: ColumnRef { column_id: c7, qualifier: None, column: ""l_discount"" }, data_type: Decimal128(15, 2), nullable: true } }, data_type: Decimal128(22, 2), nullable: true }))) AS sum_disc_price, sum((l_extendedprice * (Nested(TypedExpr { kind: BinaryOp { left: TypedExpr { kind: Literal(Int(1)), data_type: Int64, nullable: false }, op: Sub, right: TypedExpr { kind: ColumnRef { column_id: c7, qualifier: None, column: ""l_discount"" }, data_type: Decimal128(15, 2), nullable: true } }, data_type: Decimal128(22, 2), nullable: true }))) * (Nested(TypedExpr { kind: BinaryOp { left: TypedExpr { kind: Literal(Int(1)), data_type: Int64, nullable: false }, op: Add, right: TypedExpr { kind: ColumnRef { column_id: c8, qualifier: None, column: ""l_tax"" }, data_type: Decimal128(15, 2), nullable: true } }, data_type: Decimal128(22, 2), nullable: true }))) AS sum_charge, avg(l_quantity) AS avg_qty, avg(l_extendedprice) AS avg_price, avg(l_discount) AS avg_disc, count(*) AS count_order]",4,170.5us,0.0001705,156.0KB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q1.result
tpc-h,q10,1,1,13,"HASH AGGREGATE (LOCAL, group by: [c_custkey, c_name, c_acctbal, c_phone, n_name, c_address, c_comment])",159879,819.6ms,0.8196,33.0MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q10.result
tpc-h,q10,1,2,9,"HASH JOIN (PARTITIONED, INNER, eq: [l_orderkey = o_orderkey])",1650881,676.0ms,0.676,32.9MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q10.result
tpc-h,q10,1,3,7,"HASH JOIN (PARTITIONED, INNER, eq: [o_custkey = c_custkey])",264622,553.1ms,0.5531,72.5MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q10.result
tpc-h,q10,1,4,12,"HASH JOIN (BROADCAST, INNER, eq: [c_nationkey = n_nationkey])",114775,254.9ms,0.2549,51.8KB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q10.result
tpc-h,q10,1,5,1,SCAN tpch.lineitem,1478870,85.2ms,0.0852,45.4MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q10.result
tpc-h,q11,1,1,15,"HASH JOIN (BROADCAST, INNER, eq: [partsupp.ps_suppkey = supplier.s_suppkey])",830000,7.1ms,0.0071,12.2MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q11.result
tpc-h,q11,1,2,4,"HASH JOIN (BROADCAST, INNER, eq: [ps_suppkey = s_suppkey])",830000,7.0ms,0.007,9.8MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q11.result
tpc-h,q11,1,3,8,"HASH AGGREGATE (LOCAL, group by: [ps_partkey])",65267,3.4ms,0.0034,3.5MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q11.result
tpc-h,q11,1,4,7,"HASH JOIN (BROADCAST, INNER, eq: [s_nationkey = n_nationkey])",33683,2.4ms,0.0024,1.9MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q11.result
tpc-h,q11,1,5,18,"HASH JOIN (BROADCAST, INNER, eq: [supplier.s_nationkey = nation.n_nationkey])",33683,2.2ms,0.0022,3.1MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q11.result
tpc-h,q12,1,1,4,"HASH JOIN (BROADCAST, INNER, eq: [o_orderkey = l_orderkey])",125180,109.4ms,0.1094,24.6MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q12.result
tpc-h,q12,1,2,5,"PROJECT [o_orderkey, o_orderpriority, l_orderkey, l_shipdate, l_commitdate, l_receiptdate, l_shipmode, CAST(1 AS Int64) AS __cse_0, CAST(0 AS Int64) AS __cse_1]",31295,50.2ms,0.0502,26.3KB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q12.result
tpc-h,q12,1,3,6,"HASH AGGREGATE (LOCAL, group by: [l_shipmode])",31301,12.6ms,0.0126,904.6KB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q12.result
tpc-h,q12,1,4,2,SCAN tpch.lineitem,31295,2.2ms,0.0022,3.0MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q12.result
tpc-h,q12,1,5,1,SCAN tpch.orders,1500000,1.9ms,0.0019,0B,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q12.result
tpc-h,q13,1,1,5,"HASH JOIN (PARTITIONED, RIGHT OUTER, eq: [o_custkey = c_custkey])",3183872,602.2ms,0.6022,31.1MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q13.result
tpc-h,q13,1,2,6,"HASH AGGREGATE (LOCAL, group by: [c_custkey])",1683872,47.6ms,0.0476,21.8MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q13.result
tpc-h,q13,1,3,1,SCAN tpch.orders,1500000,8.8ms,0.0088,194.8MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q13.result
tpc-h,q13,1,4,3,SCAN tpch.customer,150000,999.4us,0.0009994,15.8MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q13.result
tpc-h,q13,1,5,8,"HASH AGGREGATE (GLOBAL, group by: [c_custkey])",300000,926.7us,0.0009267,3.8MB,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q13.result
tpc-h,q14,1,1,4,"HASH JOIN (BROADCAST, INNER, eq: [l_partkey = p_partkey])",670245,67.9ms,0.0679,120.6MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q14.result
tpc-h,q14,1,2,5,"PROJECT [l_partkey, l_extendedprice, l_discount, l_shipdate, p_partkey, p_type, 1 - l_discount AS __cse_0, 1 - l_discount AS __cse_1, l_extendedprice * 1 - l_discount AS __cse_2]",70245,18.0ms,0.018,76.6KB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q14.result
tpc-h,q14,1,3,6,HASH AGGREGATE (LOCAL),12,4.2ms,0.0042,811.1KB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q14.result
tpc-h,q14,1,4,2,SCAN tpch.part,200000,1.1ms,0.0011,73.6MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q14.result
tpc-h,q14,1,5,8,HASH AGGREGATE (GLOBAL),13,90.6us,9.06e-05,65.0KB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q14.result
tpc-h,q15,1,1,44,"HASH AGGREGATE (LOCAL, group by: [l_suppkey])",260618,5.5ms,0.0055,7.8MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q15.result
tpc-h,q15,1,2,3,"HASH AGGREGATE (LOCAL, group by: [l_suppkey])",260618,5.0ms,0.005,7.8MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q15.result
tpc-h,q15,1,3,42,"HASH JOIN (BROADCAST, INNER, eq: [s_suppkey = supplier_no])",40000,1.5ms,0.0015,2.7MB,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q15.result
tpc-h,q15,1,4,49,HASH AGGREGATE (LOCAL),12,676.3us,0.0006763,930.7KB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q15.result
tpc-h,q15,1,5,5,"HASH AGGREGATE (GLOBAL, group by: [supplier_no])",49959,355.5us,0.0003555,1.2MB,70,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q15.result
tpc-h,q16,1,1,4,"HASH JOIN (BROADCAST, INNER, eq: [ps_partkey = p_partkey])",206199,17.0ms,0.017,21.7MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q16.result
tpc-h,q16,1,2,10,"HASH AGGREGATE (SINGLE, group by: [p_brand, p_type, p_size])",67730,15.5ms,0.0155,7.2MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q16.result
tpc-h,q16,1,3,12,"SORT BY [supplier_cnt DESC NULLS LAST, p_brand ASC NULLS FIRST, p_type ASC NULLS FIRST, p_size ASC NULLS FIRST]",36276,6.5ms,0.0065,2.8MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q16.result
tpc-h,q16,1,4,2,SCAN tpch.part,29457,3.4ms,0.0034,3.0MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q16.result
